#BOS,flight
یک,O
پرواز,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
برای,O
روز,O
یک‌شنبه,B-depart_date.day_name
نیاز,O
دارم,O
#EOS,105
#BOS,airline
ایا,O
ممکن,O
است,O
تمام,O
خطوط,O
هوایی,O
که,O
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
پرواز,O
دارند,O
را,O
لیست,O
کنید,O
#EOS,106
#BOS,airport
فرودگاه‌های,O
هیوستون,B-city_name
#EOS,107
#BOS,flight
پروازهای,O
مونترال,B-fromloc.city_name
به,O
شیکاگو,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,108
#BOS,flight
لطفا,O
تمام,O
پروازهای,O
خطوط,B-airline_name
هوایی,I-airline_name
نورث‌وست,I-airline_name
و,O
یونایتد,B-airline_name
را,O
که,O
به,O
دنور,B-toloc.city_name
می‌روند,O
لیست,O
کنید,O
#EOS,109
#BOS,flight
من,O
یک,O
پرواز,O
از,O
سن,B-fromloc.city_name
دیگو,I-fromloc.city_name
به,O
ایندیاناپولیس,B-toloc.city_name
که,O
پرواز,O
ان,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
باشد,O
را,O
می‌خواهم,O
#EOS,110
#BOS,flight
ایا,O
یک,O
پرواز,O
در,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
در,O
شب,B-depart_time.period_of_day
از,O
دالاس,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
وجود,O
دارد,O
#EOS,111
#BOS,capacity
ظرفیت,O
یک,O
هواپیمای,O
اف‌۲۸,B-aircraft_code
چقدر,O
است,O
#EOS,112
#BOS,flight
تمام,O
پروازهای,O
یو‌اس,B-airline_name
ایر,I-airline_name
از,O
اتلانتا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
را,O
برای,O
پس,B-depart_date.today_relative
فردا,I-depart_date.today_relative
نشانم,O
بده,O
#EOS,113
#BOS,airfare
قیمت,O
پروازهای,O
فردا,B-depart_date.today_relative
از,O
دالاس,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
چقدر,O
است,O
#EOS,114
#BOS,flight
همه,O
پروازهای,O
کنتیننتال,B-airline_name
که,O
روز,O
یکشنبه,B-depart_date.day_name
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
۴۳۰,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
سیاتل,B-fromloc.city_name
را,O
ترک,O
می‌کنند,O
را,O
لیست,O
کنید,O
#EOS,115
#BOS,flight
من,O
می‌خواهم,O
یک,O
پرواز,O
از,O
دنور,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
ترتیب,O
دهم,O
#EOS,116
#BOS,capacity
ظرفیت,O
صندلی,O
اف‌‌۲۸,B-aircraft_code
چیست,O
#EOS,117
#BOS,flight
پروازهای,O
روزانه,B-flight_days
از,O
بوستون,B-fromloc.city_name
که,O
کلاس,B-class_type
اقتصادی,I-class_type
هستند,O
را,O
به,O
من,O
نشان,O
بده,O
#EOS,118
#BOS,flight
ارزان‌ترین,B-cost_relative
پرواز,O
شما,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
چیست,O
#EOS,119
#BOS,flight
از,O
مونترال,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
#EOS,120
#BOS,airfare
لطفا,O
نرخ,O
کرایه,O
پروازهای,O
رفت,B-round_trip
و,I-round_trip
برگشتی,I-round_trip
از,O
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
را,O
به,O
من,O
بده,O
#EOS,121
#BOS,flight
لطفا,O
پروازهای,O
یونایتد,B-airline_name
بین,O
بوستون,B-fromloc.city_name
و,O
دنور,B-toloc.city_name
که,O
۹,B-depart_time.time
صبح,I-depart_time.time
بلند,O
می‌شوند,O
را,O
لیست,O
کن,O
#EOS,122
#BOS,quantity
چند,O
پرواز,O
نوزدهم,B-depart_date.day_number
ژوییه,B-depart_date.month_name
از,O
دالاس,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
می‌روند,O
#EOS,123
#BOS,flight
در,O
دلتا,B-airline_name
از,O
کانزاس,B-fromloc.city_name
سیتی,I-fromloc.city_name
به,O
سالت,B-toloc.city_name
لیک,I-toloc.city_name
سیتی,I-toloc.city_name
که,O
فردا,B-arrive_date.today_relative
حدود,B-arrive_time.time_relative
۸,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
برسد,O
#EOS,124
#BOS,flight
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
لطفا,O
#EOS,125
#BOS,flight
پروازهای,O
بدون,B-flight_stop
توقف,I-flight_stop
یا,B-or
مستقیم,B-connect
از,O
سیاتل,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
#EOS,126
#BOS,flight
من,O
پروازی,O
از,O
نیوارک,B-fromloc.city_name
به,O
لس,B-toloc.city_name
انجلس,I-toloc.city_name
برای,O
فردا,B-depart_date.today_relative
عصر,B-depart_time.period_of_day
نیاز,O
دارم,O
#EOS,127
#BOS,airfare
هزینه,O
پرواز,O
۳۳۵۷,B-flight_number
یو‌اس,B-airline_code
از,O
فیلادلفیا,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,128
#BOS,flight
تمام,O
پروازهای,O
سن,B-fromloc.city_name
دیگو,I-fromloc.city_name
به,O
لس,B-toloc.city_name
انجلس,I-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,129
#BOS,flight
در,O
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
پرواز,O
از,O
دنور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
قبل,B-depart_time.time_relative
از,I-depart_time.time_relative
۱۰,B-depart_time.time
صبح,I-depart_time.time
چه,O
نوع,O
هواپیمایی,O
استفاده,O
می‌شود,O
#EOS,130
#BOS,abbreviation
ان‌دابلیو,B-airline_code
مخفف,O
چیست,O
#EOS,131
#BOS,flight
تمام,O
پرواز‌ها,O
از,O
دالاس,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
که,O
دوشنبه,B-depart_date.day_name
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,B-depart_time.time
۸,I-depart_time.time
صبح,I-depart_time.time
حرکت,O
می‌کنند,O
#EOS,132
#BOS,flight
پروازهای,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
دالاس,B-toloc.city_name
را,O
به,O
من,O
نمایش,O
بده,O
لطفا,O
#EOS,133
#BOS,aircraft
انواع,O
هواپیماهایی,O
که,O
بین,O
پیتسبرگ,B-fromloc.city_name
و,O
بالتیمور,B-toloc.city_name
پرواز,O
می‌کنند,O
را,O
لیست,O
کنید,O
#EOS,134
#BOS,airline
خطوط,O
هوایی,O
که,O
از,O
لاو,B-airport_name
فیلد,I-airport_name
استفاده,O
میکنند,O
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,135
#BOS,flight
من,O
همچنین,O
می‌خواهم,O
ارزان‌ترین,B-cost_relative
پرواز,O
یک,B-round_trip
طرفه,I-round_trip
در,O
تاریخ,O
بیستم,B-depart_date.day_number
ژوییه,B-depart_date.month_name
را,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
رزرو,O
کنم,O
#EOS,136
#BOS,flight
پروازها,O
از,O
میامی,B-fromloc.city_name
به,O
کلیولند,B-toloc.city_name
#EOS,137
#BOS,flight
پروازهایی,O
را,O
نشان,O
دهید,O
که,O
روز,O
یکشنبه,B-depart_date.day_name
از,O
سان,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
خارج,O
می‌شوند,O
و,O
به,O
پیتسبرگ,B-toloc.city_name
می‌رسند,O
#EOS,138
#BOS,flight
پروازهای,O
دنور,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,139
#BOS,abbreviation
اچ‌پی,B-airline_code
چیست,O
#EOS,140
#BOS,flight
همه,O
پروازهای,O
خطوط,O
هوایی,O
دلتا,B-airline_name
به,O
همه,O
جا,O
اگر,O
شما,O
می‌توانید,O
#EOS,141
#BOS,flight
من,O
اطلاعات,O
پرواز,O
روز,O
جمعه,B-depart_date.day_name
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
را,O
میخواهم,O
#EOS,142
#BOS,flight
از,O
لس,B-fromloc.city_name
انجلس,I-fromloc.city_name
به,O
مینیاپولیس,B-toloc.city_name
چه,O
پروازهایی,O
انجام,O
می‌شود,O
#EOS,143
#BOS,ground_service
ایا,O
حمل,O
و,O
نقل,O
زمینی,O
از,O
فرودگاه,B-fromloc.airport_name
پیتسبرگ,I-fromloc.airport_name
به,O
مرکز,O
شهر,O
پیتسبرگ,B-toloc.city_name
وجود,O
دارد,O
#EOS,144
#BOS,flight
من,O
به,O
یک,O
پرواز,O
از,O
ایندیاناپولیس,B-fromloc.city_name
به,O
تورنتو,B-toloc.city_name
احتیاج,O
دارم,O
که,O
پنجشنبه,B-arrive_date.day_name
صبح,B-arrive_time.period_of_day
به,O
تورنتو,B-toloc.city_name
برسد,O
#EOS,145
#BOS,flight
پروازها,O
از,O
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
را,O
نشان,O
دهید,O
#EOS,146
#BOS,flight
من,O
به,O
دنبال,O
ارزان‌ترین,B-cost_relative
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
هستم,O
#EOS,147
#BOS,flight
پروازهای,O
چهارشنبه,B-depart_date.day_name
شب,B-depart_time.period_of_day
از,O
میلواکی,B-fromloc.city_name
به,O
اورلاندو,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,148
#BOS,flight
من,O
به,O
پرواز,O
از,O
سینسیناتی,B-fromloc.city_name
به,O
سن,B-toloc.city_name
خوزه,I-toloc.city_name
نیاز,O
دارم,O
که,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
۶,B-depart_time.time
شب,B-depart_time.period_of_day
حرکت,O
می‌کند,O
#EOS,149
#BOS,ground_service
نوع,O
حمل,O
و,O
نقل,O
زمینی,O
را,O
در,O
دنور,B-city_name
به,O
من,O
نشان,O
دهید,O
#EOS,150
#BOS,flight
پروازهای,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
بوستون,B-toloc.city_name
در,O
پنج,B-depart_date.day_name
شنبه,I-depart_date.day_name
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
را,O
به,O
من,O
بده,O
#EOS,151
#BOS,flight
ایا,O
پروازی,O
در,O
انتهای,B-depart_time.period_of_day
عصر,I-depart_time.period_of_day
که,O
از,O
واشنگتن,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
برود,O
هست,O
#EOS,152
#BOS,flight
چه,O
پروازهای,O
یک,B-round_trip
طرفه‌,I-round_trip
اقتصادی,B-economy
از,O
دالاس,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
موجودند,O
#EOS,153
#BOS,flight
زودترین,B-flight_mod
پرواز,O
از,O
بوستون,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
چیست,O
#EOS,154
#BOS,flight
پروازهای,O
امریکن,B-airline_name
از,O
دالاس,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,155
#BOS,flight
اخرین,B-flight_mod
پروازتان,O
که,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
رو,O
ترک,O
میکند,O
و,O
به,O
دنور,B-toloc.city_name
می‌رود,O
چیست,O
#EOS,156
#BOS,flight
در,O
مورد,O
رسیدن,O
هواپیمایی,O
امریکن,B-airline_name
به,O
اتلانتا,B-toloc.city_name
چطور,O
#EOS,157
#BOS,airfare
کرایه‌های,O
کمتر,B-cost_relative
از,I-cost_relative
۴۰۰,B-fare_amount
دلار,I-fare_amount
برای,O
پرواز‌های,O
دالاس,O
به,B-fromloc.city_name
بالتیمور,O
را,B-toloc.city_name
به,O
من,O
نشان,O
بده,O
#EOS,158
#BOS,airfare
ارزان‌ترین,B-cost_relative
پرواز,O
یک,B-round_trip
طرفه,I-round_trip
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
را,O
پیدا,O
کن,O
#EOS,159
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
در,O
اوکلند,B-city_name
#EOS,160
#BOS,abbreviation
کد,O
هزینه,O
اچ,B-fare_basis_code
به,O
چه,O
معناست,O
#EOS,161
#BOS,airfare
ارزانترین,B-cost_relative
کرایه,O
شما,O
بین,O
اتلانتا,B-fromloc.city_name
و,O
بوستون,B-toloc.city_name
چقدر,O
است,O
#EOS,162
#BOS,flight
پروازها,O
از,O
دنور,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
#EOS,163
#BOS,abbreviation
لغت,O
یو‌ای,B-airline_code
مخفف,O
چیست,O
#EOS,164
#BOS,quantity
امروز,B-depart_date.today_relative
خطوط,B-airline_name
هوایی,I-airline_name
یونایتد,I-airline_name
از,O
بوستون,B-fromloc.city_name
چند,O
پرواز,O
فرست,B-class_type
کلاس,I-class_type
دارد,O
#EOS,165
#BOS,airfare
چه,O
بلیط‌های,O
رفت,B-round_trip
و,I-round_trip
برگشتی,I-round_trip
از,O
کلیولند,B-fromloc.city_name
به,O
میامی,B-toloc.city_name
با,O
یو‌اس,B-airline_name
ایر,I-airline_name
موجود,O
هستند,O
که,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
۴,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
می‌رسند,O
#EOS,166
#BOS,flight
پروازهای,O
دلتا,B-airline_name
یا,B-or
تی‌دابلیو‌ای,B-airline_code
را,O
که,O
از,O
اتلانتا,B-stoploc.city_name
عبور,O
میکنند,O
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,167
#BOS,flight
پروازها,O
از,O
میامی,B-fromloc.city_name
به,O
نیویورک,B-toloc.city_name
با,O
استفاده,O
از,O
خطوط,O
هوایی,O
تاور,B-airline_name
ایر,I-airline_name
را,O
به,O
من,O
بده,O
#EOS,168
#BOS,airline
تمام,O
خطوط,O
هوایی,O
که,O
در,O
دنور,B-city_name
خدمات,O
می‌دهند,O
را,O
لیست,O
کن,O
#EOS,169
#BOS,flight
اکنون,O
مرا,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
ببر,O
#EOS,170
#BOS,flight
پرواز‌های,O
موجود,O
بین,O
دنور,B-fromloc.city_name
و,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
۳,B-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
چیست,O
#EOS,171
#BOS,flight
ایا,O
میدوست,B-airline_name
اکسپرس,O
پرواز,O
دارد,O
#EOS,172
#BOS,flight_time
برنامه,B-flight_time
پرواز‌ها,I-flight_time
بین,O
پیتسبرگ,B-fromloc.city_name
و,O
بوستون,B-toloc.city_name
در,O
شب,B-depart_time.period_of_day
نهم,B-depart_date.day_number
ژوییه,B-depart_date.month_name
چیست,O
#EOS,173
#BOS,airfare
هزینه,O
پرواز,O
از,O
اتلانتا,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
چقدر,O
است,O
#EOS,174
#BOS,airfare
قیمت,O
یک,O
بلیط,O
فرست,B-class_type
کلاس,I-class_type
از,O
بالتیمور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
چقدر,O
است,O
#EOS,175
#BOS,flight
می‌خواهم,O
همه,O
پروازها,O
را,O
با,O
هزینه,O
هایشان,O
از,O
دنور,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
ببینم,O
#EOS,176
#BOS,flight
ارزان‌ترین,B-cost_relative
پرواز‌ها,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
کدامند,O
#EOS,177
#BOS,airfare
قیمت,O
یک,O
بلیط,O
از,O
دنور,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
برای,O
بیست,B-depart_date.day_number
و,I-depart_date.day_number
پنجم,I-depart_date.day_number
ژوییه,B-depart_date.month_name
۱۹۹۱,B-depart_date.year
چقدر,O
است,O
#EOS,178
#BOS,flight
من,O
به,O
اطلاعات,O
یک,O
پرواز,O
از,O
دنور,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
نیاز,O
دارم,O
#EOS,179
#BOS,flight
پرواز‌ها,O
از,O
بالتیمور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,180
#BOS,flight
پروازهای,O
میان,O
نیویورک,B-fromloc.city_name
و,O
میامی,B-toloc.city_name
#EOS,181
#BOS,city
خطوط,B-airline_name
هوایی,I-airline_name
بین‌المللی,I-airline_name
کانادا,I-airline_name
به,O
چه,O
شهرهایی,O
پرواز,O
دارد,O
#EOS,182
#BOS,aircraft
من,O
میخواهم,O
در,O
اتلانتا,B-fromloc.city_name
یک,O
هواپیما,O
بگیرم,O
و,O
به,O
بوستون,B-toloc.city_name
پرواز,O
کنم,O
#EOS,183
#BOS,flight
من,O
به,O
یک,O
پرواز,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
نیویورک,B-toloc.city_name
سیتی,I-toloc.city_name
نیاز,O
دارم,O
#EOS,184
#BOS,flight
اطلاعات,O
در,O
مورد,O
پرواز,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
از,O
واشنگتن,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
#EOS,185
#BOS,airfare
هزینه,O
پرواز,O
مستقیم,B-flight_stop
از,O
فیلادلفیا,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
در,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
چقدر,O
است,O
#EOS,186
#BOS,flight
من,O
از,O
دنور,B-fromloc.city_name
شروع,O
می‌کنم,O
#EOS,187
#BOS,flight
من,O
علاقه,O
مند,O
به,O
پرواز,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
هستم,O
#EOS,188
#BOS,flight
پروازهای,O
مونترال,B-fromloc.city_name
و,O
فینیکس,B-fromloc.city_name
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
#EOS,189
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
در,O
دسترس,O
در,O
فورت,B-city_name
ورث,I-city_name
چیست,O
#EOS,190
#BOS,flight
پروازهای,O
صبح,B-depart_time.period_of_day
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
بین,O
شارلوت,B-fromloc.city_name
و,O
بالتیمور,B-toloc.city_name
#EOS,191
#BOS,flight
پروازها,O
از,O
دنور,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
را,O
به,O
من,O
بده,O
#EOS,192
#BOS,flight
بسیار,O
خوب,O
من,O
میخواهم,O
از,O
اتلانتا,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
پرواز,O
کنم,O
#EOS,193
#BOS,flight
پروازهای,O
واشنگتن,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,194
#BOS,flight
لطفا,O
پروازهایی,O
